#proteinId	gotermId	goName	gotermType	goAcc
73035	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
73035	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
73035	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
73140	2706	threonine endopeptidase activity	molecular_function	GO:0004298
73140	4024	proteasome core complex	cellular_component	GO:0005839
73140	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
73140	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
73470	2196	transcription factor activity	molecular_function	GO:0003700
73470	3838	nucleus	cellular_component	GO:0005634
73470	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
73470	5939	zinc ion binding	molecular_function	GO:0008270
73470	2176	DNA binding	molecular_function	GO:0003677
73470	4499	transcription	biological_process	GO:0006350
73470	3085	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	molecular_function	GO:0004719
73715	20001	gibberellin 2-beta-dioxygenase activity	molecular_function	GO:0045543
73736	2176	DNA binding	molecular_function	GO:0003677
73736	2365	DNA ligase (ATP) activity	molecular_function	GO:0003910
73736	4421	DNA replication	biological_process	GO:0006260
73736	4440	DNA repair	biological_process	GO:0006281
73736	4468	DNA recombination	biological_process	GO:0006310
73736	3736	ATP binding	molecular_function	GO:0005524
73841	8445	hydrogen ion transmembrane transporter activity	molecular_function	GO:0015078
73841	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
73841	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
73841	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
73841	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
73841	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
73841	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
74764	2196	transcription factor activity	molecular_function	GO:0003700
74764	3838	nucleus	cellular_component	GO:0005634
74764	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
74764	19030	sequence-specific DNA binding	molecular_function	GO:0043565
74764	21401	protein dimerization activity	molecular_function	GO:0046983
75501	4977	amino acid transport	biological_process	GO:0006865
75501	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
75501	9320	membrane	cellular_component	GO:0016020
75578	6667	biosynthetic process	biological_process	GO:0009058
75578	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
75578	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
75830	3727	protein binding	molecular_function	GO:0005515
75830	9320	membrane	cellular_component	GO:0016020
75830	9480	vesicle-mediated transport	biological_process	GO:0016192
75830	22562	Golgi vesicle transport	biological_process	GO:0048193
75988	3737	GTP binding	molecular_function	GO:0005525
75997	3433	Rab GTPase activator activity	molecular_function	GO:0005097
75997	3827	intracellular	cellular_component	GO:0005622
75997	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
76567	3043	protein kinase activity	molecular_function	GO:0004672
76567	3736	ATP binding	molecular_function	GO:0005524
76567	4602	protein amino acid phosphorylation	biological_process	GO:0006468
76567	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
76567	23583	tau-protein kinase activity	molecular_function	GO:0050321
77021	6667	biosynthetic process	biological_process	GO:0009058
77021	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
77021	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
77021	10042	1-aminocyclopropane-1-carboxylate synthase activity	molecular_function	GO:0016847
78090	3727	protein binding	molecular_function	GO:0005515
78090	3736	ATP binding	molecular_function	GO:0005524
78090	22009	7-dehydrocholesterol reductase activity	molecular_function	GO:0047598
78286	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
78286	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
78286	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
78286	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
78286	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
79732	2175	nucleic acid binding	molecular_function	GO:0003676
79732	3827	intracellular	cellular_component	GO:0005622
79732	5939	zinc ion binding	molecular_function	GO:0008270
80118	2290	catalytic activity	molecular_function	GO:0003824
80118	5830	metabolic process	biological_process	GO:0008152
80467	4758	lipid metabolic process	biological_process	GO:0006629
80467	5830	metabolic process	biological_process	GO:0008152
80473	2196	transcription factor activity	molecular_function	GO:0003700
80473	3838	nucleus	cellular_component	GO:0005634
80473	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
80473	19030	sequence-specific DNA binding	molecular_function	GO:0043565
80973	3043	protein kinase activity	molecular_function	GO:0004672
80973	3736	ATP binding	molecular_function	GO:0005524
80973	4602	protein amino acid phosphorylation	biological_process	GO:0006468
80973	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
80973	3052	protein kinase CK2 activity	molecular_function	GO:0004682
81180	9710	oxidoreductase activity	molecular_function	GO:0016491
81180	21336	transition metal ion binding	molecular_function	GO:0046914
81766	5053	response to stress	biological_process	GO:0006950
81766	9321	integral to membrane	cellular_component	GO:0016021
82317	24372	glucan endo-1,3-alpha-glucosidase activity	molecular_function	GO:0051118
82338	3838	nucleus	cellular_component	GO:0005634
82338	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
82338	19030	sequence-specific DNA binding	molecular_function	GO:0043565
82338	3827	intracellular	cellular_component	GO:0005622
82338	2176	DNA binding	molecular_function	GO:0003677
82338	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
82338	16887	DNA polymerase activity	molecular_function	GO:0034061
82983	2176	DNA binding	molecular_function	GO:0003677
82983	2910	endonuclease activity	molecular_function	GO:0004519
82983	3827	intracellular	cellular_component	GO:0005622
82983	4440	DNA repair	biological_process	GO:0006281
82983	2362	DNA-(apurinic or apyrimidinic site) lyase activity	molecular_function	GO:0003906
83001	3043	protein kinase activity	molecular_function	GO:0004672
83001	3736	ATP binding	molecular_function	GO:0005524
83001	4602	protein amino acid phosphorylation	biological_process	GO:0006468
83001	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
83001	3052	protein kinase CK2 activity	molecular_function	GO:0004682
83263	5765	N-acetyltransferase activity	molecular_function	GO:0008080
83263	5830	metabolic process	biological_process	GO:0008152
83350	2700	subtilase activity	molecular_function	GO:0004289
83350	4639	proteolysis	biological_process	GO:0006508
83350	18306	identical protein binding	molecular_function	GO:0042802
83350	18579	negative regulation of catalytic activity	biological_process	GO:0043086
83426	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
83426	4143	carbohydrate metabolic process	biological_process	GO:0005975
83426	6082	beta-glucosidase activity	molecular_function	GO:0008422
83537	2175	nucleic acid binding	molecular_function	GO:0003676
83537	2216	RNA binding	molecular_function	GO:0003723
83537	3838	nucleus	cellular_component	GO:0005634
83537	4542	mRNA processing	biological_process	GO:0006397
83781	2175	nucleic acid binding	molecular_function	GO:0003676
85048	6476	exoribonuclease II activity	molecular_function	GO:0008859
85211	19898	uridine nucleosidase activity	molecular_function	GO:0045437
85323	2175	nucleic acid binding	molecular_function	GO:0003676
85323	3827	intracellular	cellular_component	GO:0005622
85323	5939	zinc ion binding	molecular_function	GO:0008270
85817	12251	heme binding	molecular_function	GO:0020037
85817	21336	transition metal ion binding	molecular_function	GO:0046914
85817	2540	chitin synthase activity	molecular_function	GO:0004100
86332	3425	Rho guanyl-nucleotide exchange factor activity	molecular_function	GO:0005089
86332	3827	intracellular	cellular_component	GO:0005622
86332	17205	regulation of Rho protein signal transduction	biological_process	GO:0035023
86493	12147	protein domain specific binding	molecular_function	GO:0019904
86868	2976	peroxidase activity	molecular_function	GO:0004601
86868	4283	electron transport	biological_process	GO:0006118
86868	5077	response to oxidative stress	biological_process	GO:0006979
86868	12251	heme binding	molecular_function	GO:0020037
86868	2568	cytochrome-c peroxidase activity	molecular_function	GO:0004130
87119	3838	nucleus	cellular_component	GO:0005634
87119	13391	transcription regulator activity	molecular_function	GO:0030528
87119	19908	regulation of transcription	biological_process	GO:0045449
87481	3724	calcium ion binding	molecular_function	GO:0005509
88957	4918	superoxide metabolic process	biological_process	GO:0006801
88957	21295	metal ion binding	molecular_function	GO:0046872
88957	3145	superoxide dismutase activity	molecular_function	GO:0004784
89758	2196	transcription factor activity	molecular_function	GO:0003700
89758	3838	nucleus	cellular_component	GO:0005634
89758	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
89758	5939	zinc ion binding	molecular_function	GO:0008270
90114	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
90114	6276	carbohydrate transport	biological_process	GO:0008643
90114	9320	membrane	cellular_component	GO:0016020
90114	3546	transporter activity	molecular_function	GO:0005215
90114	4927	transport	biological_process	GO:0006810
90114	9321	integral to membrane	cellular_component	GO:0016021
90120	2700	subtilase activity	molecular_function	GO:0004289
90120	4639	proteolysis	biological_process	GO:0006508
91396	2733	tetrahydrofolylpolyglutamate synthase activity	molecular_function	GO:0004326
92176	16776	xyloglucan-specific exo-beta-1,4-glucanase activity	molecular_function	GO:0033950
92352	2543	cholinesterase activity	molecular_function	GO:0004104
92468	2196	transcription factor activity	molecular_function	GO:0003700
92468	3838	nucleus	cellular_component	GO:0005634
92468	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
92468	5939	zinc ion binding	molecular_function	GO:0008270
92468	2176	DNA binding	molecular_function	GO:0003677
92468	4499	transcription	biological_process	GO:0006350
93293	20001	gibberellin 2-beta-dioxygenase activity	molecular_function	GO:0045543
93407	2700	subtilase activity	molecular_function	GO:0004289
93407	4639	proteolysis	biological_process	GO:0006508
93407	2687	cerevisin activity	molecular_function	GO:0004262
93679	5939	zinc ion binding	molecular_function	GO:0008270
93679	9710	oxidoreductase activity	molecular_function	GO:0016491
93679	247	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
93679	248	3-keto sterol reductase activity	molecular_function	GO:0000253
93679	2477	aldo-keto reductase activity	molecular_function	GO:0004033
93679	2842	isocitrate dehydrogenase activity	molecular_function	GO:0004448
93679	2886	mevaldate reductase activity	molecular_function	GO:0004495
93679	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
93679	9508	steroid dehydrogenase activity	molecular_function	GO:0016229
93679	10761	epoxide dehydrogenase activity	molecular_function	GO:0018451
93679	10762	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
93679	10763	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
93679	15277	phenylcoumaran benzylic ether reductase activity	molecular_function	GO:0032442
93679	16590	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0033764
93679	16591	steroid dehydrogenase activity, acting on the CH-CH group of donors	molecular_function	GO:0033765
93679	19178	(R)-2-hydroxyisocaproate dehydrogenase activity	molecular_function	GO:0043713
93679	22621	3-ketoglucose-reductase activity	molecular_function	GO:0048258
